baker,series,baker_age,baker_occupation,hometown,episode,signature_bake,show_stopper,technical,result
Annetha,1,NA,NA,NA,1,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",2,IN
David,1,NA,NA,NA,1,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",3,IN
Edd,1,NA,NA,NA,1,Caramel Cinnamon and Banana Cake,N/A,1,IN
Jasminder,1,NA,NA,NA,1,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,IN
Jonathan,1,NA,NA,NA,1,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,9,IN
Louise,1,NA,NA,NA,1,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,IN
Miranda,1,NA,NA,NA,1,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,8,IN
Ruth,1,NA,NA,NA,1,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,IN
Lea,1,NA,NA,NA,1,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,10,OUT
Mark,1,NA,NA,NA,1,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,OUT
David,1,NA,NA,NA,2,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,8,IN
Edd,1,NA,NA,NA,2,Oatmeal Raisin Cookie,Pink Macarons,6,IN
Jasminder,1,NA,NA,NA,2,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,2,IN
Jonathan,1,NA,NA,NA,2,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,1,IN
Miranda,1,NA,NA,NA,2,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,3,IN
Ruth,1,NA,NA,NA,2,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,5,IN
Annetha,1,NA,NA,NA,2,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,7,OUT
Louise,1,NA,NA,NA,2,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",4,OUT
Lea,1,NA,NA,NA,2,NA,NA,NA,NA
Mark,1,NA,NA,NA,2,NA,NA,NA,NA
David,1,NA,NA,NA,3,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun",4,IN
Edd,1,NA,NA,NA,3,Olive Bread,Tomato and Mozzarella,1,IN
Jasminder,1,NA,NA,NA,3,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",5,IN
Miranda,1,NA,NA,NA,3,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",3,IN
Ruth,1,NA,NA,NA,3,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",2,IN
Jonathan,1,NA,NA,NA,3,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",6,OUT
Annetha,1,NA,NA,NA,3,NA,NA,NA,NA
Lea,1,NA,NA,NA,3,NA,NA,NA,NA
Louise,1,NA,NA,NA,3,NA,NA,NA,NA
Mark,1,NA,NA,NA,3,NA,NA,NA,NA
Edd,1,NA,NA,NA,4,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",3,IN
Jasminder,1,NA,NA,NA,4,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",2,IN
Miranda,1,NA,NA,NA,4,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",1,IN
Ruth,1,NA,NA,NA,4,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",4,IN
David,1,NA,NA,NA,4,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",5,OUT
Annetha,1,NA,NA,NA,4,NA,NA,NA,NA
Jonathan,1,NA,NA,NA,4,NA,NA,NA,NA
Lea,1,NA,NA,NA,4,NA,NA,NA,NA
Louise,1,NA,NA,NA,4,NA,NA,NA,NA
Mark,1,NA,NA,NA,4,NA,NA,NA,NA
Edd,1,NA,NA,NA,5,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",2,IN
Miranda,1,NA,NA,NA,5,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",1,IN
Ruth,1,NA,NA,NA,5,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",3,IN
Jasminder,1,NA,NA,NA,5,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",4,OUT
Annetha,1,NA,NA,NA,5,NA,NA,NA,NA
David,1,NA,NA,NA,5,NA,NA,NA,NA
Jonathan,1,NA,NA,NA,5,NA,NA,NA,NA
Lea,1,NA,NA,NA,5,NA,NA,NA,NA
Louise,1,NA,NA,NA,5,NA,NA,NA,NA
Mark,1,NA,NA,NA,5,NA,NA,NA,NA
Miranda,1,NA,NA,NA,6,Lemon Cupcake,Eliminated after signature,NA,Runner-up
Ruth,1,NA,NA,NA,6,"Mint, Ginger and Blackberry Cake",NA,NA,Runner-up
Edd,1,NA,NA,NA,6,Cinnamon and Banana Cake,NA,NA,WINNER
Annetha,1,NA,NA,NA,6,NA,NA,NA,NA
David,1,NA,NA,NA,6,NA,NA,NA,NA
Jasminder,1,NA,NA,NA,6,NA,NA,NA,NA
Jonathan,1,NA,NA,NA,6,NA,NA,NA,NA
Lea,1,NA,NA,NA,6,NA,NA,NA,NA
Louise,1,NA,NA,NA,6,NA,NA,NA,NA
Mark,1,NA,NA,NA,6,NA,NA,NA,NA
Ben,2,NA,NA,NA,1,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream,2,IN
Ian,2,NA,NA,NA,1,Apple and Cinnamon Cupcakes,UNKNOWN,10,IN
Janet,2,NA,NA,NA,1,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,8,IN
Jason,2,NA,NA,NA,1,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN,6,IN
Joanne,2,NA,NA,NA,1,NA,NA,11,IN
Mary-Anne,2,NA,NA,NA,1,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,4,IN
Robert,2,NA,NA,NA,1,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,3,IN
Simon,2,NA,NA,NA,1,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,9,IN
Urvashi,2,NA,NA,NA,1,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN,7,IN
Yasmin,2,NA,NA,NA,1,Cardamom and Pomegranate Cupcakes,UNKNOWN,5,IN
Keith,2,NA,NA,NA,1,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,12,OUT
Holly,2,NA,NA,NA,1,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN,1,STAR BAKER
Ben,2,NA,NA,NA,2,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts,1,IN
Holly,2,NA,NA,NA,2,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts,4,IN
Ian,2,NA,NA,NA,2,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN,2,IN
Janet,2,NA,NA,NA,2,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,8,IN
Joanne,2,NA,NA,NA,2,NA,NA,10,IN
Mary-Anne,2,NA,NA,NA,2,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,9,IN
Robert,2,NA,NA,NA,2,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",5,IN
Urvashi,2,NA,NA,NA,2,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,7,IN
Yasmin,2,NA,NA,NA,2,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,6,IN
Simon,2,NA,NA,NA,2,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",11,OUT
Jason,2,NA,NA,NA,2,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,3,STAR BAKER
Keith,2,NA,NA,NA,2,NA,NA,NA,NA
Ben,2,NA,NA,NA,3,"Walnut, Raisin and Rosemary Loaf",UNKNOWN,3,IN
Holly,2,NA,NA,NA,3,Picnic Loaf,Stilton and Walnut Rolls,6,IN
Janet,2,NA,NA,NA,3,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,8,IN
Jason,2,NA,NA,NA,3,Cheese and Onion Tear and Share Loaf,UNKNOWN,7,IN
Joanne,2,NA,NA,NA,3,NA,NA,1,IN
Mary-Anne,2,NA,NA,NA,3,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,5,IN
Robert,2,NA,NA,NA,3,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,4,IN
Ian,2,NA,NA,NA,3,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs,10,OUT
Urvashi,2,NA,NA,NA,3,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,9,OUT
Yasmin,2,NA,NA,NA,3,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",2,STAR BAKER
Keith,2,NA,NA,NA,3,NA,NA,NA,NA
Simon,2,NA,NA,NA,3,NA,NA,NA,NA
Janet,2,NA,NA,NA,4,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4,IN
Joanne,2,NA,NA,NA,4,NA,NA,8,IN
Mary-Anne,2,NA,NA,NA,4,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,2,IN
Robert,2,NA,NA,NA,4,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,7,IN
Yasmin,2,NA,NA,NA,4,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,6,IN
Ben,2,NA,NA,NA,4,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,5,OUT
Holly,2,NA,NA,NA,4,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",3,STAR BAKER
Jason,2,NA,NA,NA,4,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1,STAR BAKER
Ian,2,NA,NA,NA,4,NA,NA,NA,NA
Keith,2,NA,NA,NA,4,NA,NA,NA,NA
Simon,2,NA,NA,NA,4,NA,NA,NA,NA
Urvashi,2,NA,NA,NA,4,NA,NA,NA,NA
Holly,2,NA,NA,NA,5,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,4,IN
Joanne,2,NA,NA,NA,5,NA,NA,6,IN
Mary-Anne,2,NA,NA,NA,5,Chicken and Bacon Pie,Midnight Meringue,2,IN
Yasmin,2,NA,NA,NA,5,Family Fish Pie,Peach and Raspberry Meringue Pie,5,IN
Jason,2,NA,NA,NA,5,Brown Down Chicken Pie,Plum Meringue Pie,7,OUT
Robert,2,NA,NA,NA,5,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,3,OUT
Janet,2,NA,NA,NA,5,Chicken and Chestnut Pie,Rhubarb Meringue Pie,1,STAR BAKER
Ben,2,NA,NA,NA,5,NA,NA,NA,NA
Ian,2,NA,NA,NA,5,NA,NA,NA,NA
Keith,2,NA,NA,NA,5,NA,NA,NA,NA
Simon,2,NA,NA,NA,5,NA,NA,NA,NA
Urvashi,2,NA,NA,NA,5,NA,NA,NA,NA
Holly,2,NA,NA,NA,6,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche,3,IN
Janet,2,NA,NA,NA,6,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,5,IN
Mary-Anne,2,NA,NA,NA,6,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,4,IN
Yasmin,2,NA,NA,NA,6,Baked Amaretto Cheesecake,Rose Croquembouche,2,OUT
Joanne,2,NA,NA,NA,6,NA,NA,1,STAR BAKER
Ben,2,NA,NA,NA,6,NA,NA,NA,NA
Ian,2,NA,NA,NA,6,NA,NA,NA,NA
Jason,2,NA,NA,NA,6,NA,NA,NA,NA
Keith,2,NA,NA,NA,6,NA,NA,NA,NA
Robert,2,NA,NA,NA,6,NA,NA,NA,NA
Simon,2,NA,NA,NA,6,NA,NA,NA,NA
Urvashi,2,NA,NA,NA,6,NA,NA,NA,NA
Holly,2,NA,NA,NA,7,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",1,IN
Joanne,2,NA,NA,NA,7,NA,NA,3,IN
Mary-Anne,2,NA,NA,NA,7,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,2,IN
Janet,2,NA,NA,NA,7,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,4,OUT
Ben,2,NA,NA,NA,7,NA,NA,NA,NA
Ian,2,NA,NA,NA,7,NA,NA,NA,NA
Jason,2,NA,NA,NA,7,NA,NA,NA,NA
Keith,2,NA,NA,NA,7,NA,NA,NA,NA
Robert,2,NA,NA,NA,7,NA,NA,NA,NA
Simon,2,NA,NA,NA,7,NA,NA,NA,NA
Urvashi,2,NA,NA,NA,7,NA,NA,NA,NA
Yasmin,2,NA,NA,NA,7,NA,NA,NA,NA
Holly,2,NA,NA,NA,8,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,2,Runner-up
Mary-Anne,2,NA,NA,NA,8,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,3,Runner-up
Joanne,2,NA,NA,NA,8,NA,NA,1,WINNER
Ben,2,NA,NA,NA,8,NA,NA,NA,NA
Ian,2,NA,NA,NA,8,NA,NA,NA,NA
Janet,2,NA,NA,NA,8,NA,NA,NA,NA
Jason,2,NA,NA,NA,8,NA,NA,NA,NA
Keith,2,NA,NA,NA,8,NA,NA,NA,NA
Robert,2,NA,NA,NA,8,NA,NA,NA,NA
Simon,2,NA,NA,NA,8,NA,NA,NA,NA
Urvashi,2,NA,NA,NA,8,NA,NA,NA,NA
Yasmin,2,NA,NA,NA,8,NA,NA,NA,NA
Brendan,3,NA,NA,NA,1,"Plum, Sour Cherry & Walnut",UNKNOWN,10,IN
Cathryn,3,NA,NA,NA,1,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake,5,IN
Danny,3,NA,NA,NA,1,"Plum, Ginger & Orange",UNKNOWN,7,IN
James,3,NA,NA,NA,1,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",2,IN
John,3,NA,NA,NA,1,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,11,IN
Manisha,3,NA,NA,NA,1,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,6,IN
Peter,3,NA,NA,NA,1,"Pear, Muscat & Chocolate",Jubilee Cake,3,IN
Ryan,3,NA,NA,NA,1,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,8,IN
Sarah-Jane,3,NA,NA,NA,1,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,1,IN
Stuart,3,NA,NA,NA,1,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,9,IN
Natasha,3,NA,NA,NA,1,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,12,OUT
Victoria,3,NA,NA,NA,1,Pear and Pecan,Blackbird Pie Cake,4,STAR BAKER
Brendan,3,NA,NA,NA,2,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",4,IN
Cathryn,3,NA,NA,NA,2,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",8,IN
Danny,3,NA,NA,NA,2,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN,3,IN
James,3,NA,NA,NA,2,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",2,IN
Manisha,3,NA,NA,NA,2,Indian FlatbreadsItalian Flatbreads,UNKNOWN,6,IN
Ryan,3,NA,NA,NA,2,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",5,IN
Sarah-Jane,3,NA,NA,NA,2,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,10,IN
Stuart,3,NA,NA,NA,2,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",9,IN
Victoria,3,NA,NA,NA,2,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",7,IN
Peter,3,NA,NA,NA,2,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",11,OUT
John,3,NA,NA,NA,2,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1,STAR BAKER
Natasha,3,NA,NA,NA,2,NA,NA,NA,NA
Brendan,3,NA,NA,NA,3,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart",9,IN
Cathryn,3,NA,NA,NA,3,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",3,IN
Danny,3,NA,NA,NA,3,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart",2,IN
John,3,NA,NA,NA,3,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6,IN
Manisha,3,NA,NA,NA,3,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,10,IN
Ryan,3,NA,NA,NA,3,Spiced Pear Tarte Tatin,UNKNOWN,5,IN
Sarah-Jane,3,NA,NA,NA,3,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,8,IN
Stuart,3,NA,NA,NA,3,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,7,IN
Victoria,3,NA,NA,NA,3,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,4,OUT
James,3,NA,NA,NA,3,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",1,STAR BAKER
Natasha,3,NA,NA,NA,3,NA,NA,NA,NA
Peter,3,NA,NA,NA,3,NA,NA,NA,NA
Cathryn,3,NA,NA,NA,4,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",3,IN
Danny,3,NA,NA,NA,4,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",2,IN
James,3,NA,NA,NA,4,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",5,IN
John,3,NA,NA,NA,4,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,6,IN
Manisha,3,NA,NA,NA,4,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,9,IN
Ryan,3,NA,NA,NA,4,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",7,IN
Sarah-Jane,3,NA,NA,NA,4,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,4,IN
Stuart,3,NA,NA,NA,4,Black Forest Torte,Choca Blocka Mocha Meringue,8,OUT
Brendan,3,NA,NA,NA,4,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",1,STAR BAKER
Natasha,3,NA,NA,NA,4,NA,NA,NA,NA
Peter,3,NA,NA,NA,4,NA,NA,NA,NA
Victoria,3,NA,NA,NA,4,NA,NA,NA,NA
Brendan,3,NA,NA,NA,5,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,3,IN
Cathryn,3,NA,NA,NA,5,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,1,IN
Danny,3,NA,NA,NA,5,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,7,IN
James,3,NA,NA,NA,5,Four Pig Wellington,Sweet Potato Pie,6,IN
John,3,NA,NA,NA,5,Venison and Haggis Wellington,Star-Spangled Pecan Pie,2,IN
Sarah-Jane,3,NA,NA,NA,5,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,4,IN
Manisha,3,NA,NA,NA,5,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,5,OUT
Ryan,3,NA,NA,NA,5,Curry Spiced Seabass Wellington,Key Lime Pie,8,STAR BAKER
Natasha,3,NA,NA,NA,5,NA,NA,NA,NA
Peter,3,NA,NA,NA,5,NA,NA,NA,NA
Stuart,3,NA,NA,NA,5,NA,NA,NA,NA
Victoria,3,NA,NA,NA,5,NA,NA,NA,NA
Cathryn,3,NA,NA,NA,6,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,3,IN
Danny,3,NA,NA,NA,6,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",2,IN
James,3,NA,NA,NA,6,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",7,IN
John,3,NA,NA,NA,6,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,5,IN
Ryan,3,NA,NA,NA,6,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",6,IN
Sarah-Jane,3,NA,NA,NA,6,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,4,IN
Brendan,3,NA,NA,NA,6,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",1,STAR BAKER
Manisha,3,NA,NA,NA,6,NA,NA,NA,NA
Natasha,3,NA,NA,NA,6,NA,NA,NA,NA
Peter,3,NA,NA,NA,6,NA,NA,NA,NA
Stuart,3,NA,NA,NA,6,NA,NA,NA,NA
Victoria,3,NA,NA,NA,6,NA,NA,NA,NA
Brendan,3,NA,NA,NA,7,Chelsea Bunskis,Black Forest Christmas Stollen,4,IN
Cathryn,3,NA,NA,NA,7,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,5,IN
James,3,NA,NA,NA,7,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,1,IN
John,3,NA,NA,NA,7,Cherry and Almond Saffron Buns,Marzipan Stollen,3,IN
Ryan,3,NA,NA,NA,7,Lardy Cakes,Char Siu Bao,6,OUT
Sarah-Jane,3,NA,NA,NA,7,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,7,OUT
Danny,3,NA,NA,NA,7,Bakewell Chelsea Buns,European Christmas Wreath,2,STAR BAKER
Manisha,3,NA,NA,NA,7,NA,NA,NA,NA
Natasha,3,NA,NA,NA,7,NA,NA,NA,NA
Peter,3,NA,NA,NA,7,NA,NA,NA,NA
Stuart,3,NA,NA,NA,7,NA,NA,NA,NA
Victoria,3,NA,NA,NA,7,NA,NA,NA,NA
Brendan,3,NA,NA,NA,8,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,2,IN
Danny,3,NA,NA,NA,8,Spiced Almond Drinks Crackers,Gingerbread Big Ben,4,IN
John,3,NA,NA,NA,8,Asian Spice Crackers,Gingerbread Roman Coliseum,3,IN
Cathryn,3,NA,NA,NA,8,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,5,OUT
James,3,NA,NA,NA,8,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,1,STAR BAKER
Manisha,3,NA,NA,NA,8,NA,NA,NA,NA
Natasha,3,NA,NA,NA,8,NA,NA,NA,NA
Peter,3,NA,NA,NA,8,NA,NA,NA,NA
Ryan,3,NA,NA,NA,8,NA,NA,NA,NA
Sarah-Jane,3,NA,NA,NA,8,NA,NA,NA,NA
Stuart,3,NA,NA,NA,8,NA,NA,NA,NA
Victoria,3,NA,NA,NA,8,NA,NA,NA,NA
Brendan,3,NA,NA,NA,9,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,3,IN
John,3,NA,NA,NA,9,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,2,IN
Danny,3,NA,NA,NA,9,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,4,OUT
James,3,NA,NA,NA,9,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",1,STAR BAKER
Cathryn,3,NA,NA,NA,9,NA,NA,NA,NA
Manisha,3,NA,NA,NA,9,NA,NA,NA,NA
Natasha,3,NA,NA,NA,9,NA,NA,NA,NA
Peter,3,NA,NA,NA,9,NA,NA,NA,NA
Ryan,3,NA,NA,NA,9,NA,NA,NA,NA
Sarah-Jane,3,NA,NA,NA,9,NA,NA,NA,NA
